location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Havering,1126.0,5,2,Terraced,1884,2.2478741422567756,"balcony, cellar, garden, gym",1464953.0
Sutton,1307.0,5,2,Maisonette,1952,0.9314520757325349,parking,2178551.0
Hounslow,958.0,4,2,Flat,1873,1.0119794023516504,"balcony, cellar, river_view",1066075.0
City of London,1122.0,4,2,Terraced,1967,3.413118817010504,"cellar, gym, loft, parking, river_view, study",2007234.0
Waltham Forest,758.0,5,2,Detached,1978,0.40943114968195343,"balcony, ensuite, garage, new_build, park_view, study",675321.0
Barnet,670.0,3,1,Semi-Detached,1904,0.786720069516743,"garden, gym, lift, new_build, park_view",311603.0
Wandsworth,1362.0,1,1,Semi-Detached,1886,1.3856112075627063,"balcony, garage",2339807.0
Richmond upon Thames,915.0,4,3,Semi-Detached,1985,1.3762653690882736,balcony,1172241.0
City of London,1091.0,3,3,Terraced,1888,0.35395185932646706,"cellar, ensuite, garden, gym, near_tube, parking",1912984.0
Hackney,887.0,4,3,Terraced,1881,0.9953123359106257,"balcony, lift, new_build",987382.0
Brent,674.0,4,3,Semi-Detached,1909,1.017342285639569,"concierge, ensuite, garage",245550.0
Merton,853.0,3,2,Semi-Detached,2018,0.7052087183520468,"ensuite, new_build, park_view",854385.0
Lambeth,1281.0,2,3,Semi-Detached,1930,0.4499552554318292,loft,1955560.0
Brent,1017.0,3,3,Flat,1895,0.5272577444568642,"lift, near_tube, park_view, parking, study",1169972.0
Islington,337.0,4,3,Detached,1939,0.4047809696535613,"concierge, garage",120000.0
Havering,785.0,4,1,Flat,1910,0.45473861236367585,"balcony, new_build",320471.0
Brent,1385.0,3,1,Flat,1965,1.1637425502252174,"concierge, gym, near_tube, new_build, park_view",2384746.0
Wandsworth,786.0,3,2,Flat,1926,3.288968402165912,"balcony, ensuite, lift, park_view, river_view",745863.0
Lewisham,310.0,5,2,Flat,1952,1.3902385540699316,"balcony, garage, garden, lift, near_tube",120000.0
Ealing,1418.0,2,3,Semi-Detached,1925,1.4067076702035644,"cellar, ensuite, garden, near_tube, study",2261465.0
Havering,1055.0,1,1,Flat,1933,0.9774558945408663,new_build,1113667.0
Waltham Forest,829.0,4,3,Semi-Detached,1927,1.800744546281157,"ensuite, parking, study",716373.0
Bexley,739.0,5,3,Terraced,1918,2.5954381846331156,"garage, lift, new_build",394721.0
Kensington and Chelsea,1175.0,4,3,Flat,2017,0.58928136391138,"balcony, gym",2256594.0
Newham,687.0,3,1,Flat,1896,0.28025899957338,"gym, lift, parking",120000.0
Haringey,1194.0,2,1,Terraced,1990,1.3689561061025708,"concierge, new_build, study",1852726.0
Hillingdon,1013.0,3,1,Semi-Detached,1973,0.7663895728927368,"ensuite, gym, park_view, study",1241725.0
Hammersmith and Fulham,923.0,1,3,Flat,1941,0.7673038830725185,"cellar, gym, lift, new_build, river_view, study",1108570.0
Wandsworth,894.0,3,3,Flat,1905,0.10442116917205703,"balcony, near_tube, new_build, parking",914429.0
Kingston upon Thames,798.0,2,2,Flat,1934,0.376705473274159,"garden, lift, near_tube, parking, river_view, study",664119.0
Newham,1164.0,2,1,Flat,1997,0.821242001590204,"garage, park_view, parking, river_view, study",1590713.0
Bexley,590.0,3,2,Flat,1881,0.8144009709110563,"concierge, ensuite, garden, parking, river_view",120000.0
Merton,363.0,5,3,Studio,1951,0.8438689045732924,"cellar, new_build",120000.0
Newham,1034.0,2,2,Flat,1983,0.8496637985376141,"garage, garden, loft, new_build",1456128.0
City of London,1039.0,5,1,Flat,1960,1.5425328215577052,new_build,1770607.0
Richmond upon Thames,994.0,3,2,Detached,1875,0.24281551557852543,"cellar, garage, garden, gym, loft, river_view",1481952.0
Tower Hamlets,972.0,5,2,Semi-Detached,1938,1.3613973358143239,"balcony, loft",1300479.0
Lewisham,754.0,2,2,Flat,1881,0.8023465796114618,"ensuite, new_build",234028.0
Havering,1086.0,5,3,Terraced,2011,1.473046436648643,"balcony, cellar, lift, new_build, park_view, river_view",1467871.0
Harrow,836.0,4,1,Maisonette,1911,2.511746815882988,near_tube,553874.0
Islington,704.0,4,2,Flat,1923,0.9651933287861354,"cellar, loft, near_tube, parking",545681.0
Newham,756.0,3,3,Flat,1999,0.6052232196017572,"cellar, gym, new_build, study",541269.0
Lambeth,1456.0,3,1,Detached,1924,0.926071200299438,"new_build, study",2450967.0
Merton,330.0,3,1,Semi-Detached,1883,0.8328333894971223,"balcony, cellar, concierge",120000.0
Camden,1000.0,5,1,Studio,2005,2.0445476812294525,"balcony, gym, loft, park_view, river_view",1657185.0
Merton,346.0,4,2,Flat,1962,4.435428019488226,"garage, gym, lift, parking, study",120000.0
Kingston upon Thames,818.0,1,1,Maisonette,1955,3.4936826997079526,"balcony, garage, near_tube, new_build",684368.0
Kingston upon Thames,720.0,4,3,Flat,1863,0.16395294372080074,"concierge, loft, new_build, river_view",532334.0
Harrow,250.0,5,1,Semi-Detached,1928,0.7958118916081448,"concierge, garage, near_tube",120000.0
Brent,967.0,4,3,Maisonette,1929,1.4639176371139753,"ensuite, loft, near_tube, new_build",1115058.0
Hillingdon,736.0,3,2,Flat,1895,1.441423030348975,cellar,173796.0
Tower Hamlets,250.0,2,3,Flat,1948,1.1435320139875023,garden,120000.0
Kingston upon Thames,1102.0,4,2,Terraced,1892,1.3302686954964236,"concierge, garden, lift, new_build, river_view",1514215.0
Ealing,1281.0,4,2,Detached,1931,1.480732214304738,"cellar, lift",2018336.0
Brent,1297.0,2,1,Flat,1989,0.4807977993740043,"balcony, concierge, garden, gym, near_tube",2132461.0
Bromley,958.0,3,2,Detached,1977,1.7417039426676901,ensuite,1189469.0
Ealing,864.0,2,1,Flat,1898,1.47445711386752,"lift, park_view",626858.0
Greenwich,1248.0,1,1,Flat,1886,0.5053351395545849,"balcony, concierge, garden, new_build, park_view, river_view",1783526.0
Islington,1355.0,1,3,Flat,1850,0.5510261649170625,"lift, study",2226390.0
Southwark,1190.0,1,3,Maisonette,1910,0.915653348467921,"balcony, garage, lift, new_build, park_view, river_view",1848400.0
Hammersmith and Fulham,568.0,3,1,Flat,1853,0.6004936913365361,"garden, river_view",120000.0
Bexley,910.0,3,2,Terraced,1872,2.4926080270709687,"cellar, concierge, loft, study",723912.0
Havering,982.0,3,1,Flat,2020,1.127132613769147,"balcony, cellar, gym, new_build, park_view",1016064.0
Harrow,307.0,5,1,Maisonette,1998,1.849690172731619,"concierge, garage, new_build, parking",120000.0
Brent,991.0,2,2,Semi-Detached,1947,0.9523366819071615,"cellar, near_tube",975510.0
Redbridge,1532.0,2,3,Flat,1984,0.6545666074460791,"garden, lift, loft, near_tube, river_view",2788677.0
Ealing,1042.0,2,1,Flat,1935,1.2660341608604067,"garage, river_view",1310667.0
Hackney,1292.0,2,2,Flat,1954,1.1737561766322901,"balcony, garage, gym, near_tube, study",2001654.0
Kingston upon Thames,905.0,3,3,Flat,2009,3.2088287537187568,"ensuite, loft, parking",1065616.0
Ealing,828.0,2,2,Detached,1863,0.865029046722173,"concierge, gym, loft, park_view, parking, river_view",519778.0
Haringey,964.0,2,1,Terraced,1911,1.4982731088413008,"cellar, concierge, ensuite, near_tube, river_view, study",946382.0
Ealing,605.0,4,2,Flat,1870,0.41006836319723433,"garden, gym, parking, river_view, study",120000.0
Ealing,561.0,5,3,Semi-Detached,1988,0.5401207623241896,"concierge, lift, loft",156730.0
Hackney,1230.0,2,3,Terraced,1993,1.0955039845173384,"balcony, cellar, river_view",2133947.0
Ealing,1262.0,1,2,Flat,1975,0.47166361688795994,"concierge, lift, loft",1982672.0
Merton,553.0,2,1,Flat,1955,1.7282689254028334,"garage, near_tube, study",120000.0
Wandsworth,1140.0,3,3,Flat,1933,1.5460630834295055,"ensuite, gym, park_view",1804615.0
Enfield,824.0,5,3,Terraced,1854,0.6289188202598058,"garden, river_view, study",823080.0
Greenwich,952.0,1,2,Flat,1984,0.9163512475600735,"ensuite, garage, loft, new_build, study",1051321.0
Westminster,988.0,1,3,Terraced,2005,2.4492131164129494,"ensuite, garden, gym, loft, new_build, study",1627460.0
Bexley,1148.0,3,3,Flat,2018,1.2691675600424277,"concierge, garage, garden, new_build, parking, river_view",1611431.0
Barking and Dagenham,875.0,5,1,Semi-Detached,1909,4.495914891454523,"balcony, garage, river_view, study",617410.0
Lewisham,1273.0,3,2,Flat,1884,0.9170152560095384,"balcony, cellar, ensuite, gym, near_tube, new_build",2076235.0
Tower Hamlets,943.0,5,2,Terraced,1963,1.0040331616849618,"balcony, concierge, garden, gym, lift, near_tube",1294382.0
Barnet,1037.0,4,2,Flat,1853,1.0955579711901655,"balcony, gym, lift",1259072.0
Barking and Dagenham,600.0,1,2,Flat,1860,0.2240526398341061,"concierge, near_tube, new_build",120000.0
Redbridge,1498.0,3,3,Flat,1992,0.9675965170711938,"balcony, concierge, loft",2666400.0
Greenwich,991.0,4,1,Terraced,2016,0.9411487706920434,concierge,1200723.0
Lewisham,1064.0,3,2,Semi-Detached,1920,1.8423239246910494,"concierge, new_build",1255074.0
Newham,368.0,1,1,Flat,1938,2.517997444957703,"concierge, lift, parking",120000.0
Greenwich,603.0,1,2,Semi-Detached,1944,0.8546114718898822,"ensuite, lift, near_tube, new_build, river_view",120000.0
Redbridge,1221.0,4,2,Terraced,1874,0.11664910302991288,"balcony, garden",1729097.0
Tower Hamlets,936.0,3,1,Terraced,1888,1.2279464048919395,"garage, near_tube, parking, river_view",1185183.0
Sutton,276.0,3,3,Terraced,1901,0.46645097583630846,"concierge, near_tube",120000.0
Tower Hamlets,1161.0,2,1,Flat,1996,1.310982826821507,"cellar, gym, new_build",1779404.0
Bexley,687.0,2,1,Semi-Detached,1926,1.2855513071752007,concierge,157548.0
Harrow,1273.0,4,2,Semi-Detached,1975,0.5881031240987944,"garden, gym, lift, study",2058817.0
Islington,824.0,1,3,Semi-Detached,1883,1.2357530903633298,cellar,645670.0
Ealing,911.0,3,1,Flat,2015,0.2676608630389886,"concierge, river_view",973039.0
Bromley,1204.0,2,2,Semi-Detached,2003,1.3720553243197038,"balcony, garden, loft, parking",1679716.0
Kingston upon Thames,581.0,4,2,Flat,1932,1.9664850262074896,"balcony, cellar, garage, garden, gym",120000.0
Barking and Dagenham,552.0,4,3,Terraced,1889,1.5965864185574719,"ensuite, garden, park_view",120000.0
Harrow,791.0,3,1,Flat,2019,0.712850414376173,"cellar, park_view",725983.0
Barnet,1098.0,2,1,Flat,1990,1.86411601501631,"balcony, concierge, ensuite, loft, park_view, study",1592448.0
Barnet,451.0,2,2,Terraced,1938,1.7155739497832436,"ensuite, gym, new_build",120000.0
Barnet,350.0,2,1,Detached,1896,1.771584739090627,"near_tube, parking",120000.0
Merton,1097.0,2,3,Flat,1958,2.72752452719721,study,1479928.0
Wandsworth,669.0,4,1,Terraced,1914,1.4694369823273423,"balcony, near_tube, river_view",446846.0
Kensington and Chelsea,732.0,1,2,Terraced,1967,0.42338034861974433,"concierge, new_build",755238.0
Westminster,293.0,1,1,Maisonette,1994,0.4936230712203158,"concierge, gym, lift",120000.0
Camden,646.0,3,3,Semi-Detached,1935,1.4703230893404247,"cellar, loft",339113.0
Hammersmith and Fulham,848.0,2,2,Flat,1858,0.9557187797985492,"concierge, ensuite",736106.0
Hackney,1129.0,5,1,Flat,1947,0.8180278713219689,"concierge, garden, lift, park_view, river_view",1800172.0
Kingston upon Thames,619.0,4,1,Terraced,1999,1.680089454108602,"balcony, garden, gym",325213.0
Hillingdon,1347.0,4,1,Flat,1888,0.35172196644675174,"ensuite, garage, loft, near_tube, study",2257245.0
Havering,645.0,3,1,Maisonette,2016,1.7040557561245098,"loft, near_tube, parking, river_view",120000.0
Brent,645.0,3,3,Maisonette,1913,0.9112416304050729,"balcony, lift, near_tube, study",136358.0
Hillingdon,1311.0,3,2,Maisonette,1969,1.399884203227644,"gym, lift, parking",2165878.0
Kensington and Chelsea,913.0,1,3,Flat,1972,0.3827233871338651,"ensuite, garden, new_build",1531371.0
Richmond upon Thames,684.0,3,1,Semi-Detached,1881,1.7517834713427984,"parking, study",148227.0
Bromley,803.0,5,3,Semi-Detached,1856,2.2123865414916026,"balcony, garage, gym, parking, river_view, study",570994.0
Sutton,1256.0,2,2,Flat,2015,6.0,"concierge, new_build, river_view",1783198.0
Kensington and Chelsea,1290.0,1,2,Flat,1971,1.3327189229909986,"concierge, ensuite, park_view, parking, river_view, study",2521859.0
Bromley,605.0,3,3,Flat,1959,2.1582008019875847,"ensuite, garage, loft, near_tube, park_view",120000.0
Havering,837.0,2,3,Flat,1902,0.470260697105443,"concierge, loft, river_view, study",424524.0
Bromley,877.0,4,3,Studio,1868,2.6282211425312516,"cellar, concierge, ensuite, garden, gym, lift",661354.0
Bexley,554.0,5,3,Detached,1897,0.28831287592179866,"garage, gym, new_build, park_view",120000.0
Kensington and Chelsea,833.0,5,2,Flat,1945,3.3487602351172416,"ensuite, garage, loft, park_view, river_view",1302477.0
City of London,852.0,2,3,Terraced,1970,1.2359956918865043,"garage, garden, gym, park_view, parking",1160724.0
Lewisham,1192.0,5,3,Flat,1905,0.31701537213938247,"balcony, garage, garden, gym",1753106.0
Tower Hamlets,1212.0,1,3,Flat,1887,0.8365390027262747,"balcony, concierge, gym, lift, parking",1877381.0
Havering,751.0,2,2,Flat,1893,2.142309589265313,"concierge, ensuite, garden, new_build, study",275870.0
Haringey,786.0,2,1,Terraced,2017,0.9699725008199855,"concierge, park_view",688444.0
Haringey,1049.0,5,2,Semi-Detached,1959,0.9597729720665342,"balcony, garage, loft, near_tube, new_build, parking",1595726.0
Westminster,674.0,4,1,Detached,2022,2.0066090609054585,"garden, near_tube, parking, river_view",563400.0
Waltham Forest,1027.0,2,1,Detached,1851,1.0342137737759043,new_build,974001.0
Hackney,824.0,1,2,Flat,1929,2.5166042756986213,lift,673706.0
Westminster,559.0,4,2,Semi-Detached,1929,0.6943794930348803,"cellar, concierge, garage, parking, river_view",218120.0
Hammersmith and Fulham,563.0,4,2,Flat,1919,0.20406644712892047,"cellar, garage, lift, near_tube, new_build",120000.0
Westminster,1284.0,5,3,Flat,1918,1.0814667457837441,"garden, gym, loft, new_build",2355006.0
Waltham Forest,803.0,3,3,Terraced,1863,1.1818881205056577,"ensuite, garden, new_build, study",392663.0
City of London,1342.0,1,2,Flat,1855,0.6721393754798065,"balcony, concierge, garden, new_build, park_view, study",2573757.0
Richmond upon Thames,696.0,2,2,Flat,1985,1.3711968372272263,"concierge, ensuite, garden, gym, loft, near_tube",514657.0
Bromley,937.0,4,3,Flat,1926,0.24297929522264422,"cellar, ensuite, garden, park_view, study",1012566.0
Hillingdon,1568.0,2,1,Flat,1878,1.4003706410416945,near_tube,2603773.0
Brent,533.0,1,3,Maisonette,1910,0.40396970950620337,"concierge, garage, lift, loft, parking",120000.0
Southwark,281.0,5,3,Flat,2012,0.3159597229560363,"cellar, garden, new_build, study",120000.0
Kingston upon Thames,1236.0,3,3,Terraced,1931,1.1571657419830248,"concierge, lift, park_view, parking, study",2038461.0
Waltham Forest,602.0,2,1,Studio,2022,0.2913224055006223,"balcony, near_tube, new_build, parking, river_view",120000.0
Southwark,844.0,3,2,Terraced,1878,0.13503317581110685,"cellar, ensuite, gym, park_view, study",883164.0
Kingston upon Thames,674.0,4,3,Flat,1871,1.5379781638493684,"balcony, cellar, ensuite, garden, gym, near_tube",200317.0
Southwark,930.0,1,1,Maisonette,1948,0.44813938182799246,concierge,850585.0
Hillingdon,565.0,3,1,Flat,1968,1.6534529569808816,"cellar, concierge, garden, lift, parking, study",120000.0
Merton,796.0,2,2,Flat,2020,0.8833736330504584,"cellar, near_tube, study",711825.0
Bexley,985.0,1,2,Terraced,1931,1.1563552924565568,"lift, parking",1110958.0
Hounslow,548.0,1,3,Flat,1884,2.165682106625979,"balcony, concierge, gym, parking, river_view",120000.0
Southwark,640.0,3,2,Semi-Detached,1944,1.4779267694536329,"balcony, concierge, ensuite, near_tube, new_build, parking",190481.0
Hackney,746.0,3,3,Flat,1903,1.6788053199592305,parking,555538.0
Hammersmith and Fulham,421.0,3,1,Terraced,1881,1.6356212027507426,"concierge, ensuite, lift, loft, park_view, river_view",120000.0
Bexley,723.0,4,2,Semi-Detached,1865,0.6202651193708725,"park_view, river_view, study",146073.0
Richmond upon Thames,886.0,3,1,Studio,1975,1.4302222632203618,"concierge, garage, new_build, park_view, parking, study",1050406.0
Islington,730.0,3,1,Flat,1961,0.5017285364887855,garden,503279.0
Brent,769.0,5,1,Flat,1878,1.4325373668523873,"balcony, ensuite, garage, study",405236.0
Hillingdon,844.0,4,3,Maisonette,1947,0.8505343537323463,"cellar, garage, loft, near_tube",858199.0
Lambeth,653.0,5,2,Terraced,2004,0.9932601926456961,"cellar, loft, near_tube, new_build, parking",357596.0
Hillingdon,1057.0,2,1,Flat,1992,3.0990091208143458,"garden, gym, river_view",1132141.0
Wandsworth,1281.0,4,1,Flat,1928,1.5870491586962554,park_view,2191102.0
Merton,711.0,4,2,Semi-Detached,1859,0.6611110322255104,"garden, parking",228367.0
Enfield,996.0,3,3,Terraced,1960,0.241410463654445,"balcony, concierge",1143640.0
Ealing,778.0,1,3,Terraced,1939,1.1842003918045172,"cellar, garden, lift, loft, river_view, study",566255.0
Kensington and Chelsea,960.0,3,1,Detached,2010,0.2755085592716788,garden,1519449.0
Brent,1320.0,5,3,Flat,1946,3.3648002061313718,"concierge, garden, gym, loft, new_build, park_view",2243697.0
Redbridge,1003.0,4,2,Flat,1978,1.0152948330602687,"concierge, gym, park_view, parking",1277347.0
Camden,318.0,1,3,Terraced,1941,2.0189864330918996,"loft, new_build, parking, study",120000.0
Kingston upon Thames,986.0,2,1,Maisonette,1944,0.3361912486245369,"balcony, cellar, ensuite, gym, lift, park_view",1163019.0
Bromley,1220.0,3,2,Flat,1905,1.5581854085152043,"cellar, lift, loft, park_view, parking",1597689.0
Hillingdon,784.0,5,3,Semi-Detached,1920,2.313907476267844,"balcony, concierge, park_view, parking",551236.0
Harrow,1149.0,3,1,Flat,1901,1.6500097233850106,"concierge, ensuite, garage, near_tube, study",1693967.0
Bexley,643.0,5,3,Flat,1930,1.9145624962052175,"garage, gym, near_tube",163431.0
Wandsworth,404.0,4,1,Maisonette,2015,1.4579109602879947,"concierge, garage, garden, new_build, park_view, parking",120000.0
Haringey,892.0,2,3,Flat,1909,0.7898156829529895,"garden, lift, loft, new_build, study",907240.0
Islington,323.0,1,3,Flat,1930,0.5199383106832618,"concierge, ensuite, garden, gym, park_view, river_view",120000.0
Enfield,778.0,5,3,Semi-Detached,2014,0.5949788134422714,"balcony, loft, new_build, park_view",616295.0
Hammersmith and Fulham,1236.0,3,3,Flat,1876,3.4180629631877055,"balcony, near_tube, park_view, parking",2129074.0
Harrow,277.0,5,1,Flat,1893,1.2779840894853371,"loft, park_view, river_view",120000.0
Haringey,466.0,5,2,Semi-Detached,1935,2.4633477760920806,"balcony, concierge, garage, gym, lift, study",120000.0
Hackney,540.0,3,3,Flat,1921,0.6940758074887804,"concierge, ensuite, near_tube, parking",120000.0
Hounslow,831.0,1,1,Semi-Detached,1909,1.8359286123434337,garden,303551.0
Barnet,740.0,5,1,Flat,1985,0.48780432714895694,"ensuite, near_tube, new_build, park_view",471530.0
Kingston upon Thames,1270.0,3,1,Flat,1936,0.9022025890807578,gym,2055323.0
Greenwich,1136.0,1,3,Semi-Detached,1913,0.7606328070229353,"garden, gym, park_view, river_view",1616628.0
Kensington and Chelsea,999.0,3,1,Flat,1933,3.162074759056035,"cellar, garden, gym, new_build, parking",1758833.0
Bromley,894.0,1,2,Detached,2004,0.5636038580637927,"gym, new_build, park_view, parking, river_view",679877.0
Lambeth,968.0,2,2,Maisonette,2021,1.6956599734188946,loft,1232488.0
Wandsworth,591.0,2,2,Detached,1892,1.4853175927846385,"ensuite, loft, parking",120000.0
Harrow,1107.0,3,3,Flat,1856,0.3667815741765105,"cellar, garden, gym",1464076.0
Islington,516.0,3,3,Flat,1855,2.4811442867532465,"cellar, gym, loft",120000.0
Havering,1101.0,5,2,Maisonette,1927,2.6785046114590476,"balcony, ensuite, garage, garden, lift, near_tube",1549404.0
Hammersmith and Fulham,1206.0,2,3,Terraced,1959,1.2819854026404587,"cellar, near_tube, parking, study",2029793.0
Kensington and Chelsea,913.0,4,1,Semi-Detached,1858,1.1287365809489374,"concierge, gym, park_view",1383438.0
Enfield,797.0,5,3,Detached,1938,0.19986943363877857,"concierge, ensuite, gym, lift, park_view, parking",660376.0
Merton,970.0,4,1,Flat,1919,0.31663868562389513,"balcony, ensuite, gym, loft",1160857.0
Kensington and Chelsea,250.0,2,1,Flat,2012,0.8831774496942911,"concierge, park_view, study",120000.0
Tower Hamlets,941.0,4,1,Terraced,1955,0.5018715583539684,"garden, gym, loft, near_tube",1326401.0
Sutton,816.0,2,1,Terraced,1923,2.020641791960137,"garage, garden, gym, lift, loft, park_view",575444.0
Barking and Dagenham,835.0,3,3,Flat,1952,0.3044061275199776,"ensuite, park_view, river_view",656548.0
Enfield,1062.0,4,1,Terraced,1873,0.27736736673261997,"ensuite, garden, lift, parking",1339116.0
Bexley,828.0,2,3,Semi-Detached,1932,1.5899922630841765,"concierge, new_build",636584.0
Westminster,508.0,1,2,Flat,1907,1.4128002088000173,park_view,120000.0
Haringey,808.0,5,1,Flat,1881,1.2150027988728194,near_tube,498147.0
Enfield,870.0,4,2,Semi-Detached,1918,1.8408697190566867,"concierge, park_view, study",823726.0
Tower Hamlets,884.0,1,1,Semi-Detached,1961,0.6464505006222783,"concierge, garage, near_tube, new_build, parking",920783.0
Camden,899.0,2,1,Studio,1951,0.7889110862262695,"loft, study",1035905.0
Islington,1162.0,2,2,Flat,2017,1.3811111269726497,"garage, lift, new_build, park_view, river_view, study",1836316.0
